DrugID,ProteinID,InteractionType,edge_label
DB00142,Q9H936,4,Transporter
DB00143,O15438,4,Transporter
DB00143,O15439,4,Transporter
DB00143,O15440,4,Transporter
DB00143,P33527,4,Transporter
DB00143,Q92887,4,Transporter
DB00145,P48067,4,Transporter
DB00145,Q7Z2H8,4,Transporter
DB00145,Q8TF71,4,Transporter
DB00145,Q9H598,4,Transporter
DB00145,Q9Y345,4,Transporter
DB00148,O76082,4,Transporter
DB00149,P36021,4,Transporter
DB00149,Q8TF71,4,Transporter
DB00151,Q8TF71,4,Transporter
DB00152,O15244,4,Transporter
DB00152,O15245,4,Transporter
DB00152,O60779,4,Transporter
DB00152,O76082,4,Transporter
DB00152,P02768,4,Transporter
DB00155,Q4U2R8,4,Transporter
DB00156,Q8TF71,4,Transporter
DB00158,O15438,4,Transporter
DB00158,O15439,4,Transporter
DB00158,Q4U2R8,4,Transporter
DB00158,Q96J66,4,Transporter
DB00158,Q96NT5,4,Transporter
DB00158,Q9H2D1,4,Transporter
DB00158,Q9UNQ0,4,Transporter
DB00160,Q8TF71,4,Transporter
DB00161,Q8TF71,4,Transporter
DB00162,P82980,4,Transporter
DB00163,O76054,4,Transporter
DB00163,P49638,4,Transporter
DB00163,P55058,4,Transporter
DB00163,Q9UDX4,4,Transporter
DB00165,P02768,4,Transporter
DB00167,Q8TF71,4,Transporter
DB00168,Q4U2R8,4,Transporter
DB00168,Q8TCC7,4,Transporter
DB00168,Q9NSA0,4,Transporter
DB00172,Q8TF71,4,Transporter
DB00174,Q8TF71,4,Transporter
DB00175,O94956,4,Transporter
DB00175,O95342,4,Transporter
DB00175,P08183,4,Transporter
DB00175,P46721,4,Transporter
DB00175,P53985,4,Transporter
DB00175,Q4U2R8,4,Transporter
DB00175,Q8TCC7,4,Transporter
DB00175,Q92887,4,Transporter
DB00175,Q9NPD5,4,Transporter
DB00175,Q9NSA0,4,Transporter
DB00175,Q9UNQ0,4,Transporter
DB00175,Q9Y694,4,Transporter
DB00175,Q9Y6L6,4,Transporter
DB00176,O95342,4,Transporter
DB00176,P08183,4,Transporter
DB00177,Q92887,4,Transporter
DB00177,Q9NPD5,4,Transporter
DB00177,Q9Y6L6,4,Transporter
DB00178,P46059,4,Transporter
DB00178,Q16348,4,Transporter
DB00188,P08183,4,Transporter
DB00188,Q9NPD5,4,Transporter
DB00196,P08183,4,Transporter
DB00198,O15439,4,Transporter
DB00198,P46059,4,Transporter
DB00198,Q8TCC7,4,Transporter
DB00199,O95342,4,Transporter
DB00199,P08183,4,Transporter
DB00199,P46721,4,Transporter
DB00199,Q92887,4,Transporter
DB00199,Q9NPD5,4,Transporter
DB00199,Q9Y6L6,4,Transporter
DB00201,Q9UNQ0,4,Transporter
DB00203,O15439,4,Transporter
DB00203,O15440,4,Transporter
DB00203,P08183,4,Transporter
DB00203,Q5T3U5,4,Transporter
DB00203,Q9Y6L6,4,Transporter
DB00204,O15244,4,Transporter
DB00205,Q86VL8,4,Transporter
DB00205,Q96FL8,4,Transporter
DB00206,O15244,4,Transporter
DB00206,O15245,4,Transporter
DB00206,O94956,4,Transporter
DB00206,O95342,4,Transporter
DB00206,P08183,4,Transporter
DB00206,Q92887,4,Transporter
DB00206,Q9Y6L6,4,Transporter
DB00207,P08183,4,Transporter
DB00207,Q92887,4,Transporter
DB00211,P46059,4,Transporter
DB00213,P08183,4,Transporter
DB00213,Q8TCC7,4,Transporter
DB00213,Q9UNQ0,4,Transporter
DB00214,P02768,4,Transporter
DB00215,P08183,4,Transporter
DB00216,P08183,4,Transporter
DB00220,O15245,4,Transporter
DB00220,O94956,4,Transporter
DB00220,P02768,4,Transporter
DB00220,P08183,4,Transporter
DB00220,P46721,4,Transporter
DB00220,Q9NPD5,4,Transporter
DB00220,Q9UNQ0,4,Transporter
DB00220,Q9Y6L6,4,Transporter
DB00222,O95342,4,Transporter
DB00224,O15245,4,Transporter
DB00224,O94956,4,Transporter
DB00224,O95342,4,Transporter
DB00224,P08183,4,Transporter
DB00224,P33527,4,Transporter
DB00224,P46721,4,Transporter
DB00224,Q92887,4,Transporter
DB00224,Q9Y6L6,4,Transporter
DB00227,O94956,4,Transporter
DB00227,O95342,4,Transporter
DB00227,P02768,4,Transporter
DB00227,P08183,4,Transporter
DB00227,P46721,4,Transporter
DB00227,Q92887,4,Transporter
DB00227,Q9Y6L6,4,Transporter
DB00229,Q4U2R8,4,Transporter
DB00229,Q8TCC7,4,Transporter
DB00230,P43005,4,Transporter
DB00230,Q01650,4,Transporter
DB00234,P08183,4,Transporter
DB00238,P02768,4,Transporter
DB00242,Q9HAS3,4,Transporter
DB00242,Q9UNQ0,4,Transporter
DB00243,O95342,4,Transporter
DB00243,P02763,4,Transporter
DB00243,P08183,4,Transporter
DB00243,Q96FL8,4,Transporter
DB00246,P02768,4,Transporter
DB00248,P08183,4,Transporter
DB00252,P02768,4,Transporter
DB00252,P05543,4,Transporter
DB00252,Q9NYB5,4,Transporter
DB00253,P08183,4,Transporter
DB00253,P08185,4,Transporter
DB00253,P46721,4,Transporter
DB00254,Q2M3G0,4,Transporter
DB00254,Q4U2R8,4,Transporter
DB00255,O94956,4,Transporter
DB00255,P02766,4,Transporter
DB00255,P08183,4,Transporter
DB00255,Q9UNQ0,4,Transporter
DB00255,Q9Y6L6,4,Transporter
DB00257,O95342,4,Transporter
DB00257,P08183,4,Transporter
DB00257,Q9NPD5,4,Transporter
DB00257,Q9Y6L6,4,Transporter
DB00260,Q495M3,4,Transporter
DB00264,P02768,4,Transporter
DB00270,O95342,4,Transporter
DB00273,P02768,4,Transporter
DB00273,P08183,4,Transporter
DB00274,P02768,4,Transporter
DB00274,P46059,4,Transporter
DB00275,O95342,4,Transporter
DB00275,Q92887,4,Transporter
DB00275,Q9NPD5,4,Transporter
DB00275,Q9Y6L6,4,Transporter
DB00276,P08183,4,Transporter
DB00277,Q9Y694,4,Transporter
DB00279,P02766,4,Transporter
DB00279,P02768,4,Transporter
DB00279,P05543,4,Transporter
DB00279,P46721,4,Transporter
DB00279,Q14973,4,Transporter
DB00279,Q6ZQN7,4,Transporter
DB00279,Q8TCC7,4,Transporter
DB00279,Q96BD0,4,Transporter
DB00279,Q9NPD5,4,Transporter
DB00279,Q9NYB5,4,Transporter
DB00279,Q9Y6L6,4,Transporter
DB00280,O15245,4,Transporter
DB00280,P02763,4,Transporter
DB00281,O76082,4,Transporter
DB00281,P08183,4,Transporter
DB00285,P08183,4,Transporter
DB00285,Q9UNQ0,4,Transporter
DB00291,P46721,4,Transporter
DB00295,P02768,4,Transporter
DB00300,O15439,4,Transporter
DB00300,P08183,4,Transporter
DB00300,Q4U2R8,4,Transporter
DB00300,Q5T3U5,4,Transporter
DB00300,Q8TCC7,4,Transporter
DB00300,Q92887,4,Transporter
DB00301,O95342,4,Transporter
DB00313,O76082,4,Transporter
DB00313,P02768,4,Transporter
DB00313,P53985,4,Transporter
DB00313,Q4U2R8,4,Transporter
DB00313,Q8TCC7,4,Transporter
DB00313,Q9Y694,4,Transporter
DB00315,P08183,4,Transporter
DB00316,P02768,4,Transporter
DB00317,P02763,4,Transporter
DB00317,P02768,4,Transporter
DB00319,Q4U2R8,4,Transporter
DB00319,Q8TCC7,4,Transporter
DB00320,P08183,4,Transporter
DB00321,P02768,4,Transporter
DB00328,O15438,4,Transporter
DB00328,O15439,4,Transporter
DB00328,O95255,4,Transporter
DB00328,P02768,4,Transporter
DB00328,P08183,4,Transporter
DB00328,P33527,4,Transporter
DB00328,P46721,4,Transporter
DB00328,Q14973,4,Transporter
DB00328,Q4U2R8,4,Transporter
DB00328,Q8TCC7,4,Transporter
DB00328,Q92887,4,Transporter
DB00328,Q96J66,4,Transporter
DB00328,Q9NSA0,4,Transporter
DB00328,Q9Y694,4,Transporter
DB00328,Q9Y6L6,4,Transporter
DB00331,O15244,4,Transporter
DB00331,O15245,4,Transporter
DB00331,O75751,4,Transporter
DB00331,Q7RTT9,4,Transporter
DB00331,Q86VL8,4,Transporter
DB00331,Q96FL8,4,Transporter
DB00332,P02768,4,Transporter
DB00333,P02763,4,Transporter
DB00334,P02768,4,Transporter
DB00335,P02768,4,Transporter
DB00338,O15438,4,Transporter
DB00338,P08183,4,Transporter
DB00338,Q9UNQ0,4,Transporter
DB00341,P08183,4,Transporter
DB00343,P02768,4,Transporter
DB00344,P08183,4,Transporter
DB00345,O15244,4,Transporter
DB00345,O76082,4,Transporter
DB00345,P33527,4,Transporter
DB00345,P46721,4,Transporter
DB00345,P53985,4,Transporter
DB00345,Q4U2R8,4,Transporter
DB00345,Q8TCC7,4,Transporter
DB00345,Q92887,4,Transporter
DB00345,Q9H015,4,Transporter
DB00345,Q9NSA0,4,Transporter
DB00345,Q9UIG8,4,Transporter
DB00345,Q9Y694,4,Transporter
DB00345,Q9Y6L6,4,Transporter
DB00346,P02768,4,Transporter
DB00351,P08183,4,Transporter
DB00352,O15439,4,Transporter
DB00358,P08183,4,Transporter
DB00360,P08183,4,Transporter
DB00363,P08183,4,Transporter
DB00368,O15244,4,Transporter
DB00368,O15245,4,Transporter
DB00368,O75751,4,Transporter
DB00368,O76082,4,Transporter
DB00368,P23975,4,Transporter
DB00368,Q01860,4,Transporter
DB00369,Q4U2R8,4,Transporter
DB00370,P31645,4,Transporter
DB00373,P08183,4,Transporter
DB00381,P08183,4,Transporter
DB00390,O95342,4,Transporter
DB00390,P08183,4,Transporter
DB00390,P46721,4,Transporter
DB00390,Q6ZQN7,4,Transporter
DB00390,Q86UW1,4,Transporter
DB00390,Q86UW2,4,Transporter
DB00390,Q9Y6L6,4,Transporter
DB00391,O15244,4,Transporter
DB00391,O15245,4,Transporter
DB00391,O75751,4,Transporter
DB00391,P02768,4,Transporter
DB00391,P08183,4,Transporter
DB00391,Q86VL8,4,Transporter
DB00391,Q96FL8,4,Transporter
DB00394,P08183,4,Transporter
DB00394,P08185,4,Transporter
DB00394,Q9UNQ0,4,Transporter
DB00394,Q9Y6L6,4,Transporter
DB00396,O15244,4,Transporter
DB00396,O15245,4,Transporter
DB00396,O75751,4,Transporter
DB00396,O95342,4,Transporter
DB00396,P08183,4,Transporter
DB00396,P33527,4,Transporter
DB00396,Q14973,4,Transporter
DB00396,Q9NPD5,4,Transporter
DB00396,Q9UNQ0,4,Transporter
DB00396,Q9Y6L6,4,Transporter
DB00398,O15439,4,Transporter
DB00398,P08183,4,Transporter
DB00398,Q15311,4,Transporter
DB00398,Q92887,4,Transporter
DB00398,Q9UNQ0,4,Transporter
DB00398,Q9Y6L6,4,Transporter
DB00399,P33527,4,Transporter
DB00401,P08183,4,Transporter
DB00406,O15245,4,Transporter
DB00412,P02768,4,Transporter
DB00412,Q9Y6L6,4,Transporter
DB00413,O15244,4,Transporter
DB00413,O15245,4,Transporter
DB00413,O75751,4,Transporter
DB00415,O76082,4,Transporter
DB00415,P02768,4,Transporter
DB00415,P46059,4,Transporter
DB00415,Q16348,4,Transporter
DB00421,P02768,4,Transporter
DB00421,P08183,4,Transporter
DB00421,Q92887,4,Transporter
DB00428,P08183,4,Transporter
DB00432,O00337,4,Transporter
DB00432,P02768,4,Transporter
DB00432,Q4U2R8,4,Transporter
DB00432,Q99808,4,Transporter
DB00434,P02768,4,Transporter
DB00437,O15244,4,Transporter
DB00437,Q8TCC7,4,Transporter
DB00437,Q9UNQ0,4,Transporter
DB00437,Q9Y694,4,Transporter
DB00438,P02768,4,Transporter
DB00440,P08183,4,Transporter
DB00440,Q86VL8,4,Transporter
DB00440,Q96FL8,4,Transporter
DB00441,O00337,4,Transporter
DB00441,P08183,4,Transporter
DB00441,Q14542,4,Transporter
DB00441,Q5T3U5,4,Transporter
DB00441,Q99808,4,Transporter
DB00441,Q9HAS3,4,Transporter
DB00443,P02768,4,Transporter
DB00444,O95255,4,Transporter
DB00444,Q9UNQ0,4,Transporter
DB00445,P33527,4,Transporter
DB00446,Q4U2R8,4,Transporter
DB00448,O15244,4,Transporter
DB00448,O15245,4,Transporter
DB00448,O75751,4,Transporter
DB00448,P08183,4,Transporter
DB00448,Q8TCC7,4,Transporter
DB00448,Q9UNQ0,4,Transporter
DB00451,P02766,4,Transporter
DB00451,P02768,4,Transporter
DB00451,P05543,4,Transporter
DB00451,P08183,4,Transporter
DB00451,P36021,4,Transporter
DB00451,P46721,4,Transporter
DB00451,Q9NPD5,4,Transporter
DB00451,Q9NYB5,4,Transporter
DB00451,Q9Y6L6,4,Transporter
DB00454,P02768,4,Transporter
DB00455,O95342,4,Transporter
DB00455,P08183,4,Transporter
DB00456,O76082,4,Transporter
DB00456,P02768,4,Transporter
DB00456,P46059,4,Transporter
DB00456,Q16348,4,Transporter
DB00456,Q4U2R8,4,Transporter
DB00456,Q8TCC7,4,Transporter
DB00456,Q9NSA0,4,Transporter
DB00457,O15245,4,Transporter
DB00457,O75751,4,Transporter
DB00457,P02763,4,Transporter
DB00457,P08183,4,Transporter
DB00458,O15244,4,Transporter
DB00458,P02763,4,Transporter
DB00458,P02768,4,Transporter
DB00458,P08183,4,Transporter
DB00468,O15244,4,Transporter
DB00468,O15245,4,Transporter
DB00468,O76082,4,Transporter
DB00468,P08183,4,Transporter
DB00468,P46721,4,Transporter
DB00468,Q9H015,4,Transporter
DB00468,Q9Y6L6,4,Transporter
DB00469,Q8TCC7,4,Transporter
DB00471,O94956,4,Transporter
DB00472,P02768,4,Transporter
DB00476,P02768,4,Transporter
DB00477,P02768,4,Transporter
DB00477,P08183,4,Transporter
DB00480,P08183,4,Transporter
DB00481,P02763,4,Transporter
DB00481,P02768,4,Transporter
DB00481,P08183,4,Transporter
DB00481,Q92887,4,Transporter
DB00481,Q9NPD5,4,Transporter
DB00481,Q9UNQ0,4,Transporter
DB00481,Q9Y6L6,4,Transporter
DB00482,O15439,4,Transporter
DB00482,O95342,4,Transporter
DB00482,P08183,4,Transporter
DB00482,Q9UNQ0,4,Transporter
DB00485,P46059,4,Transporter
DB00485,Q16348,4,Transporter
DB00490,P02768,4,Transporter
DB00492,P46059,4,Transporter
DB00492,Q16348,4,Transporter
DB00493,P46059,4,Transporter
DB00493,Q16348,4,Transporter
DB00493,Q4U2R8,4,Transporter
DB00493,Q8TCC7,4,Transporter
DB00493,Q9NSA0,4,Transporter
DB00493,Q9Y694,4,Transporter
DB00495,O00337,4,Transporter
DB00495,O15244,4,Transporter
DB00495,O15439,4,Transporter
DB00495,O15440,4,Transporter
DB00495,P02768,4,Transporter
DB00495,P08183,4,Transporter
DB00495,Q14542,4,Transporter
DB00495,Q4U2R8,4,Transporter
DB00495,Q8TCC7,4,Transporter
DB00495,Q9NSA0,4,Transporter
DB00495,Q9Y694,4,Transporter
DB00500,P02768,4,Transporter
DB00501,O15244,4,Transporter
DB00501,O15245,4,Transporter
DB00501,O75751,4,Transporter
DB00501,O76082,4,Transporter
DB00501,O95342,4,Transporter
DB00501,P02768,4,Transporter
DB00501,P08183,4,Transporter
DB00501,Q4U2R8,4,Transporter
DB00501,Q8TCC7,4,Transporter
DB00501,Q96FL8,4,Transporter
DB00501,Q9H015,4,Transporter
DB00501,Q9NSA0,4,Transporter
DB00501,Q9Y694,4,Transporter
DB00502,P08183,4,Transporter
DB00503,O94956,4,Transporter
DB00503,P02763,4,Transporter
DB00503,P02768,4,Transporter
DB00503,P08183,4,Transporter
DB00503,P33527,4,Transporter
DB00503,P46721,4,Transporter
DB00503,Q92887,4,Transporter
DB00503,Q9UNQ0,4,Transporter
DB00503,Q9Y6L6,4,Transporter
DB00508,P08183,4,Transporter
DB00509,Q01650,4,Transporter
DB00509,Q6ZQN7,4,Transporter
DB00509,Q96BD0,4,Transporter
DB00509,Q9NYB5,4,Transporter
DB00509,Q9Y6L6,4,Transporter
DB00515,O15244,4,Transporter
DB00515,O15431,4,Transporter
DB00515,O15432,4,Transporter
DB00515,O15438,4,Transporter
DB00515,O15440,4,Transporter
DB00515,O95255,4,Transporter
DB00515,P02768,4,Transporter
DB00515,P35670,4,Transporter
DB00515,Q04656,4,Transporter
DB00515,Q92887,4,Transporter
DB00518,P08183,4,Transporter
DB00519,P46059,4,Transporter
DB00519,Q16348,4,Transporter
DB00523,P29373,4,Transporter
DB00526,O15244,4,Transporter
DB00526,O15431,4,Transporter
DB00526,O75751,4,Transporter
DB00526,P35670,4,Transporter
DB00526,Q04656,4,Transporter
DB00526,Q92887,4,Transporter
DB00526,Q9UNQ0,4,Transporter
DB00529,P53985,4,Transporter
DB00529,Q4U2R8,4,Transporter
DB00530,P02763,4,Transporter
DB00530,P02768,4,Transporter
DB00530,Q9UNQ0,4,Transporter
DB00535,O76082,4,Transporter
DB00535,P46059,4,Transporter
DB00535,Q16348,4,Transporter
DB00535,Q4U2R8,4,Transporter
DB00535,Q8TCC7,4,Transporter
DB00536,O15244,4,Transporter
DB00536,O15245,4,Transporter
DB00536,O75751,4,Transporter
DB00536,O76082,4,Transporter
DB00536,Q86VL8,4,Transporter
DB00536,Q8TCC7,4,Transporter
DB00536,Q96FL8,4,Transporter
DB00536,Q9H015,4,Transporter
DB00537,P02768,4,Transporter
DB00537,P08183,4,Transporter
DB00537,Q96FL8,4,Transporter
DB00539,P08183,4,Transporter
DB00540,P02763,4,Transporter
DB00540,P02768,4,Transporter
DB00542,P46059,4,Transporter
DB00542,Q16348,4,Transporter
DB00544,O15438,4,Transporter
DB00544,P02768,4,Transporter
DB00544,P05543,4,Transporter
DB00544,Q99808,4,Transporter
DB00544,Q9UNQ0,4,Transporter
DB00544,Q9Y694,4,Transporter
DB00549,Q9UNQ0,4,Transporter
DB00554,P02768,4,Transporter
DB00554,Q4U2R8,4,Transporter
DB00554,Q8TCC7,4,Transporter
DB00554,Q9NSA0,4,Transporter
DB00555,O15244,4,Transporter
DB00555,P02768,4,Transporter
DB00555,P08183,4,Transporter
DB00557,P02768,4,Transporter
DB00559,O95342,4,Transporter
DB00563,O15438,4,Transporter
DB00563,O15439,4,Transporter
DB00563,P02768,4,Transporter
DB00563,P08183,4,Transporter
DB00563,P14207,4,Transporter
DB00563,P15328,4,Transporter
DB00563,P33527,4,Transporter
DB00563,P41440,4,Transporter
DB00563,P46059,4,Transporter
DB00563,P46721,4,Transporter
DB00563,P53985,4,Transporter
DB00563,Q4U2R8,4,Transporter
DB00563,Q5T3U5,4,Transporter
DB00563,Q6ZQN7,4,Transporter
DB00563,Q8TCC7,4,Transporter
DB00563,Q92887,4,Transporter
DB00563,Q96J66,4,Transporter
DB00563,Q96NT5,4,Transporter
DB00563,Q9NPD5,4,Transporter
DB00563,Q9NSA0,4,Transporter
DB00563,Q9NYB5,4,Transporter
DB00563,Q9UIG8,4,Transporter
DB00563,Q9UNQ0,4,Transporter
DB00563,Q9Y694,4,Transporter
DB00563,Q9Y6L6,4,Transporter
DB00564,P08183,4,Transporter
DB00564,Q15311,4,Transporter
DB00564,Q92887,4,Transporter
DB00567,O76082,4,Transporter
DB00567,P02768,4,Transporter
DB00567,P46059,4,Transporter
DB00567,Q16348,4,Transporter
DB00567,Q4U2R8,4,Transporter
DB00567,Q96FL8,4,Transporter
DB00571,P02763,4,Transporter
DB00571,P02768,4,Transporter
DB00572,O95342,4,Transporter
DB00575,O75751,4,Transporter
DB00575,O76082,4,Transporter
DB00575,P02768,4,Transporter
DB00577,P46059,4,Transporter
DB00577,Q12908,4,Transporter
DB00577,Q16348,4,Transporter
DB00577,Q4U2R8,4,Transporter
DB00577,Q8TCC7,4,Transporter
DB00577,Q9UN76,4,Transporter
DB00578,Q4U2R8,4,Transporter
DB00583,O76082,4,Transporter
DB00583,Q86VW1,4,Transporter
DB00583,Q8TCC7,4,Transporter
DB00583,Q9H015,4,Transporter
DB00583,Q9Y6L6,4,Transporter
DB00584,P02768,4,Transporter
DB00584,P08183,4,Transporter
DB00584,P46059,4,Transporter
DB00584,Q4U2R8,4,Transporter
DB00584,Q8TCC7,4,Transporter
DB00584,Q9Y694,4,Transporter
DB00585,P08183,4,Transporter
DB00586,O15439,4,Transporter
DB00586,O43526,4,Transporter
DB00586,O95342,4,Transporter
DB00586,P02766,4,Transporter
DB00586,P02768,4,Transporter
DB00586,P33527,4,Transporter
DB00586,P35499,4,Transporter
DB00586,P78348,4,Transporter
DB00586,Q4U2R8,4,Transporter
DB00586,Q8TCC7,4,Transporter
DB00586,Q9NSA0,4,Transporter
DB00586,Q9NYB5,4,Transporter
DB00586,Q9Y6L6,4,Transporter
DB00588,P08185,4,Transporter
DB00588,Q9Y6L6,4,Transporter
DB00590,O15245,4,Transporter
DB00590,P08183,4,Transporter
DB00594,O15244,4,Transporter
DB00594,Q9H015,4,Transporter
DB00595,P02768,4,Transporter
DB00595,Q4U2R8,4,Transporter
DB00595,Q8TCC7,4,Transporter
DB00595,Q9NSA0,4,Transporter
DB00598,P02768,4,Transporter
DB00601,P02768,4,Transporter
DB00601,Q4U2R8,4,Transporter
DB00603,P02768,4,Transporter
DB00605,P02768,4,Transporter
DB00606,Q4U2R8,4,Transporter
DB00607,P02768,4,Transporter
DB00608,P02768,4,Transporter
DB00612,P08183,4,Transporter
DB00613,P08183,4,Transporter
DB00619,O15244,4,Transporter
DB00619,O15245,4,Transporter
DB00619,P02763,4,Transporter
DB00619,P02768,4,Transporter
DB00619,P08183,4,Transporter
DB00619,Q9UNQ0,4,Transporter
DB00622,O95342,4,Transporter
DB00622,P08183,4,Transporter
DB00622,Q9Y6L6,4,Transporter
DB00623,P08183,4,Transporter
DB00624,P02768,4,Transporter
DB00624,P04278,4,Transporter
DB00624,Q14973,4,Transporter
DB00624,Q8TCC7,4,Transporter
DB00624,Q9Y694,4,Transporter
DB00625,O95342,4,Transporter
DB00625,P02768,4,Transporter
DB00627,O76082,4,Transporter
DB00627,O94956,4,Transporter
DB00627,P05543,4,Transporter
DB00627,P53985,4,Transporter
DB00627,Q8N695,4,Transporter
DB00631,Q9UNQ0,4,Transporter
DB00635,P02768,4,Transporter
DB00635,P08185,4,Transporter
DB00640,O00337,4,Transporter
DB00640,O43868,4,Transporter
DB00640,P02768,4,Transporter
DB00640,P17302,4,Transporter
DB00640,Q14542,4,Transporter
DB00640,Q7RTT9,4,Transporter
DB00640,Q99808,4,Transporter
DB00640,Q9BZD2,4,Transporter
DB00641,O94956,4,Transporter
DB00641,O95342,4,Transporter
DB00641,P08183,4,Transporter
DB00641,P46721,4,Transporter
DB00641,Q92887,4,Transporter
DB00641,Q9NPD5,4,Transporter
DB00641,Q9Y6L6,4,Transporter
DB00642,Q8TCC7,4,Transporter
DB00648,P04278,4,Transporter
DB00649,P02768,4,Transporter
DB00649,Q4U2R8,4,Transporter
DB00650,Q8TCC7,4,Transporter
DB00652,P08183,4,Transporter
DB00654,Q4U2R8,4,Transporter
DB00654,Q8TCC7,4,Transporter
DB00654,Q92959,4,Transporter
DB00655,O94956,4,Transporter
DB00655,P02768,4,Transporter
DB00655,P08183,4,Transporter
DB00655,P46721,4,Transporter
DB00655,Q9UNQ0,4,Transporter
DB00655,Q9Y6L6,4,Transporter
DB00656,P08183,4,Transporter
DB00659,Q4U2R8,4,Transporter
DB00659,Q8TCC7,4,Transporter
DB00661,O15245,4,Transporter
DB00661,O15438,4,Transporter
DB00661,O15439,4,Transporter
DB00661,O76082,4,Transporter
DB00661,P02763,4,Transporter
DB00661,P02768,4,Transporter
DB00661,P08183,4,Transporter
DB00661,P33527,4,Transporter
DB00661,P46721,4,Transporter
DB00661,Q5T3U5,4,Transporter
DB00661,Q9H015,4,Transporter
DB00661,Q9Y6L6,4,Transporter
DB00668,O15244,4,Transporter
DB00668,O15245,4,Transporter
DB00669,P08183,4,Transporter
DB00669,P46721,4,Transporter
DB00669,Q9UNQ0,4,Transporter
DB00669,Q9Y6L6,4,Transporter
DB00671,O76082,4,Transporter
DB00671,P46059,4,Transporter
DB00671,Q16348,4,Transporter
DB00672,P46059,4,Transporter
DB00672,Q16348,4,Transporter
DB00672,Q4U2R8,4,Transporter
DB00674,P08183,4,Transporter
DB00675,P02768,4,Transporter
DB00675,P05543,4,Transporter
DB00675,P08183,4,Transporter
DB00675,Q92887,4,Transporter
DB00675,Q9UNQ0,4,Transporter
DB00678,P02768,4,Transporter
DB00678,P08183,4,Transporter
DB00678,Q4U2R8,4,Transporter
DB00678,Q96S37,4,Transporter
DB00678,Q9NRM0,4,Transporter
DB00688,P08183,4,Transporter
DB00688,Q92887,4,Transporter
DB00688,Q9NPD5,4,Transporter
DB00688,Q9UNQ0,4,Transporter
DB00688,Q9Y6L6,4,Transporter
DB00689,O76082,4,Transporter
DB00691,P46059,4,Transporter
DB00691,Q16348,4,Transporter
DB00693,O95342,4,Transporter
DB00693,P33527,4,Transporter
DB00693,Q4U2R8,4,Transporter
DB00694,O95255,4,Transporter
DB00694,O95342,4,Transporter
DB00694,P08183,4,Transporter
DB00694,P33527,4,Transporter
DB00694,Q5T3U5,4,Transporter
DB00694,Q92887,4,Transporter
DB00694,Q9UNQ0,4,Transporter
DB00695,O76082,4,Transporter
DB00695,P02768,4,Transporter
DB00695,P05543,4,Transporter
DB00695,Q4U2R8,4,Transporter
DB00695,Q8TCC7,4,Transporter
DB00695,Q92887,4,Transporter
DB00696,P08183,4,Transporter
DB00698,O95342,4,Transporter
DB00698,P08183,4,Transporter
DB00698,Q92887,4,Transporter
DB00698,Q9UNQ0,4,Transporter
DB00701,P08183,4,Transporter
DB00701,P33527,4,Transporter
DB00701,Q9Y6L6,4,Transporter
DB00703,Q4U2R8,4,Transporter
DB00709,O15244,4,Transporter
DB00709,O15245,4,Transporter
DB00709,O15438,4,Transporter
DB00709,O15439,4,Transporter
DB00709,O75751,4,Transporter
DB00709,P02768,4,Transporter
DB00709,P08183,4,Transporter
DB00709,P33527,4,Transporter
DB00709,Q4U2R8,4,Transporter
DB00709,Q9UNQ0,4,Transporter
DB00712,O15439,4,Transporter
DB00712,P02768,4,Transporter
DB00713,P46059,4,Transporter
DB00713,Q16348,4,Transporter
DB00714,P02768,4,Transporter
DB00715,P08183,4,Transporter
DB00717,P02768,4,Transporter
DB00718,O15439,4,Transporter
DB00718,O15440,4,Transporter
DB00718,O75751,4,Transporter
DB00718,Q4U2R8,4,Transporter
DB00721,P23975,4,Transporter
DB00721,P31645,4,Transporter
DB00721,Q01959,4,Transporter
DB00722,P46059,4,Transporter
DB00722,Q16348,4,Transporter
DB00726,P08183,4,Transporter
DB00728,O15245,4,Transporter
DB00728,P46721,4,Transporter
DB00731,O15439,4,Transporter
DB00731,P02763,4,Transporter
DB00731,P02768,4,Transporter
DB00731,P46059,4,Transporter
DB00731,P53985,4,Transporter
DB00734,P02768,4,Transporter
DB00736,P08183,4,Transporter
DB00736,Q8TCC7,4,Transporter
DB00740,Q9UNQ0,4,Transporter
DB00741,P04278,4,Transporter
DB00741,P08183,4,Transporter
DB00741,P08185,4,Transporter
DB00749,P02768,4,Transporter
DB00751,P08183,4,Transporter
DB00755,P02768,4,Transporter
DB00755,P29762,4,Transporter
DB00758,O15244,4,Transporter
DB00758,O15245,4,Transporter
DB00758,P08183,4,Transporter
DB00759,P02768,4,Transporter
DB00759,Q4U2R8,4,Transporter
DB00759,Q8TCC7,4,Transporter
DB00759,Q9NSA0,4,Transporter
DB00759,Q9Y694,4,Transporter
DB00762,O75751,4,Transporter
DB00762,P02768,4,Transporter
DB00762,P08183,4,Transporter
DB00762,P33527,4,Transporter
DB00762,Q9UNQ0,4,Transporter
DB00762,Q9Y6L6,4,Transporter
DB00766,P13866,4,Transporter
DB00768,P02768,4,Transporter
DB00770,O15439,4,Transporter
DB00770,O15440,4,Transporter
DB00770,O94956,4,Transporter
DB00770,Q4U2R8,4,Transporter
DB00770,Q92959,4,Transporter
DB00770,Q9UIG8,4,Transporter
DB00773,O15438,4,Transporter
DB00773,O95255,4,Transporter
DB00773,P08183,4,Transporter
