DrugID,UniprotID,ActionLabel,ActionType,TargetType,Organism
DB06698,P35367,1,Agonist,Target,Humans
DB06698,Q9Y5N1,2,Antagonist,Target,Humans
DB06700,P23975,2,Inhibitor,Target,Humans
DB06700,P31645,2,Inhibitor,Target,Humans
DB06700,Q01959,2,Inhibitor,Target,Humans
DB06701,P23975,2,Inhibitor,Target,Humans
DB06701,P31645,2,Inhibitor,Target,Humans
DB06701,Q01959,2,Inhibitor,Target,Humans
DB06702,P08172,2,Antagonist,Target,Humans
DB06702,P08173,2,Antagonist,Target,Humans
DB06702,P08912,2,Antagonist,Target,Humans
DB06702,P11229,2,Antagonist,Target,Humans
DB06702,P20309,2,Antagonist,Target,Humans
DB06706,P35348,1,Agonist,Target,Humans
DB06706,Q05940,2,Inhibitor,Target,Humans
DB06709,P08172,1,Agonist,Target,Humans
DB06709,P08173,1,Agonist,Target,Humans
DB06709,P08912,1,Agonist,Target,Humans
DB06709,P11229,1,Agonist,Target,Humans
DB06709,P20309,1,Agonist,Target,Humans
DB06710,P10275,1,Agonist,Target,Humans
DB06711,P08913,1,Agonist,Target,Humans
DB06711,P35348,1,Agonist,Target,Humans
DB06712,P54289,2,Inhibitor,Target,Humans
DB06712,Q01668,2,Inhibitor,Target,Humans
DB06712,Q08289,2,Inhibitor,Target,Humans
DB06712,Q13698,2,Inhibitor,Target,Humans
DB06712,Q13936,2,Inhibitor,Target,Humans
DB06712,Q8IZS8,2,Inhibitor,Target,Humans
DB06713,P06401,1,Agonist,Target,Humans
DB06714,Q96RJ0,1,Agonist,Target,Humans
DB06718,P10275,1,Agonist,Target,Humans
DB06725,P23219,2,Inhibitor,Target,Humans
DB06725,P35354,2,Inhibitor,Target,Humans
DB06729,P0AC13,2,Inhibitor,Target,Escherichia coli (strain K12)
DB06736,P23219,2,Inhibitor,Target,Humans
DB06736,P35354,2,Inhibitor,Target,Humans
DB06751,P27815,2,Inhibitor,Target,Humans
DB06766,P35367,2,Antagonist,Target,Humans
DB06771,P43700,2,Antagonist,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB06771,P43702,2,Antagonist,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB06771,P72524,2,Antagonist,Target,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
DB06771,P72525,2,Antagonist,Target,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
DB06774,Q8NER1,1,Agonist,Target,Humans
DB06780,P08235,1,Agonist,Target,Humans
DB06781,P04150,1,Agonist,Target,Humans
DB06787,P08172,2,Antagonist,Target,Humans
DB06787,P08173,2,Antagonist,Target,Humans
DB06787,P11229,2,Antagonist,Target,Humans
DB06787,P20309,2,Antagonist,Target,Humans
DB06789,P06401,1,Agonist,Target,Humans
DB06795,P23280,2,Antagonist,Target,Humans
DB06800,P35372,2,Antagonist,Target,Humans
DB06800,P41145,2,Antagonist,Target,Humans
DB06802,P23219,2,Inhibitor,Target,Humans
DB06802,P35354,2,Inhibitor,Target,Humans
DB06809,P61073,2,Antagonist,Target,Humans
DB06813,P00374,2,Inhibitor,Target,Humans
DB06813,P04818,2,Inhibitor,Target,Humans
DB06814,P07550,1,Agonist,Target,Humans
DB06817,Q7ZJM1,2,Inhibitor,Target,Human immunodeficiency virus 1
DB06821,P0AC13,2,Inhibitor,Target,Escherichia coli (strain K12)
DB06827,P9WJ63,2,Inhibitor,Target,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)
DB07565,P24093,2,Inhibitor,Target,Escherichia coli
DB07776,O95718,1,Agonist,Target,Humans
DB07776,P11474,1,Agonist,Target,Humans
DB08439,P35354,2,Inhibitor,Target,Humans
DB08604,Q14994,2,Inverse agonist,Target,Humans
DB08799,P35367,2,Antagonist,Target,Humans
DB08801,P08172,2,Antagonist,Target,Humans
DB08801,P35367,2,Antagonist,Target,Humans
DB08809,Q15118,2,Inhibitor,Target,Humans
DB08814,P19838,2,Antagonist,Target,Humans
DB08814,P23219,2,Antagonist,Target,Humans
DB08814,P35228,1,Agonist,Target,Humans
DB08814,Q9Y233,2,Antagonist,Target,Humans
DB08815,P08908,2,Antagonist,Target,Humans
DB08815,P14416,2,Antagonist,Target,Humans
DB08815,P18825,2,Antagonist,Target,Humans
DB08815,P28223,2,Antagonist,Target,Humans
DB08815,P34969,2,Antagonist,Target,Humans
DB08816,Q9H244,2,Inhibitor,Target,Humans
DB08818,P05362,2,"Inhibitor, Binder",Target,Humans
DB08819,P43088,1,Agonist,Target,Humans
DB08822,P30556,2,Antagonist,Target,Humans
DB08827,P55157,2,Antagonist,Target,Humans
DB08828,Q99835,2,Antagonist,Target,Humans
DB08860,P04035,2,Inhibitor,Target,Humans
DB08864,O75469,1,Agonist,Target,Humans
DB08864,Q72547,2,Inhibitor,Target,Human immunodeficiency virus 1
DB08865,P08581,2,Inhibitor,Target,Humans
DB08865,Q9UM73,2,Inhibitor,Target,Humans
DB08867,P04150,2,Antagonist,Target,Humans
DB08868,Q13547,2,Inhibitor,Target,Humans
DB08875,P07949,2,Antagonist,Target,Humans
DB08875,P08581,2,Antagonist,Target,Humans
DB08877,O60674,2,Inhibitor,Target,Humans
DB08877,P23458,2,Inhibitor,Target,Humans
DB08877,P29597,2,Inhibitor,Target,Humans
DB08877,P52333,2,Inhibitor,Target,Humans
DB08880,Q02127,2,Inhibitor,Target,Humans
DB08881,P15056,2,Inhibitor,Target,Humans
DB08882,P27487,2,Inhibitor,Target,Humans
DB08883,P42261,2,Antagonist,Target,Humans
DB08889,P20618,2,Inhibitor,Target,Humans
DB08889,P28062,2,Inhibitor,Target,Humans
DB08889,P28065,2,Inhibitor,Target,Humans
DB08889,P28074,2,Inhibitor,Target,Humans
DB08889,P40306,2,Inhibitor,Target,Humans
DB08889,P49721,2,Inhibitor,Target,Humans
DB08893,P08588,1,Agonist,Target,Humans
DB08893,P13945,1,Agonist,Target,Humans
DB08895,O60674,2,"Antagonist, Inhibitor",Target,Humans
DB08895,P23458,2,Inhibitor,Target,Humans
DB08895,P52333,2,Inhibitor,Target,Humans
DB08896,P00519,2,Inhibitor,Target,Humans
DB08896,P04049,2,Inhibitor,Target,Humans
DB08896,P04629,2,Inhibitor,Target,Humans
DB08896,P07949,2,Inhibitor,Target,Humans
DB08896,P09619,2,Inhibitor,Target,Humans
DB08896,P10721,2,Inhibitor,Target,Humans
DB08896,P11362,2,Inhibitor,Target,Humans
DB08896,P15056,2,Inhibitor,Target,Humans
DB08896,P16234,2,Inhibitor,Target,Humans
DB08896,P17948,2,Inhibitor,Target,Humans
DB08896,P21802,2,Inhibitor,Target,Humans
DB08896,P29317,2,Inhibitor,Target,Humans
DB08896,P35916,2,Inhibitor,Target,Humans
DB08896,P42685,2,Inhibitor,Target,Humans
DB08896,Q02763,2,Inhibitor,Target,Humans
DB08896,Q15759,2,Inhibitor,Target,Humans
DB08896,Q16832,2,Inhibitor,Target,Humans
DB08897,P08172,2,Antagonist,Target,Humans
DB08897,P08173,2,Antagonist,Target,Humans
DB08897,P08912,2,Antagonist,Target,Humans
DB08897,P11229,2,Antagonist,Target,Humans
DB08897,P20309,2,Antagonist,Target,Humans
DB08899,P10275,2,Inhibitor,Target,Humans
DB08901,P00519,2,Inhibitor,Target,Humans
DB08901,P06239,2,Inhibitor,Target,Humans
DB08901,P07948,2,Inhibitor,Target,Humans
DB08901,P07949,2,Inhibitor,Target,Humans
DB08901,P10721,2,Inhibitor,Target,Humans
DB08901,P11274,2,Inhibitor,Target,Humans
DB08901,P11362,2,Inhibitor,Target,Humans
DB08901,P12931,2,Inhibitor,Target,Humans
DB08901,P16234,2,Inhibitor,Target,Humans
DB08901,P21802,2,Inhibitor,Target,Humans
DB08901,P22455,2,Inhibitor,Target,Humans
DB08901,P22607,2,Inhibitor,Target,Humans
DB08901,P36888,2,Inhibitor,Target,Humans
DB08901,Q02763,2,Inhibitor,Target,Humans
DB08903,P9WPS1,2,Inhibitor,Target,Mycobacterium tuberculosis
DB08906,P04150,1,Agonist,Target,Humans
DB08906,P06401,1,Agonist,Target,Humans
DB08906,P08235,2,Antagonist,Target,Humans
DB08907,P31639,2,Inhibitor,Target,Humans
DB08910,P01375,2,Inhibitor,Target,Humans
DB08910,P35354,2,Inhibitor,Target,Humans
DB08910,Q96SW2,2,Inhibitor,Target,Humans
DB08911,P36507,2,"Antagonist, Inhibitor",Target,Humans
DB08911,Q02750,2,"Antagonist, Inhibitor",Target,Humans
DB08912,P04049,2,"Antagonist, Inhibitor",Target,Humans
DB08912,P15056,2,"Antagonist, Inhibitor",Target,Humans
DB08912,P53667,2,"Antagonist, Inhibitor",Target,Humans
DB08912,P57059,2,"Antagonist, Inhibitor",Target,Humans
DB08912,Q8NG66,2,"Antagonist, Inhibitor",Target,Humans
DB08916,P00533,2,Inhibitor,Target,Humans
DB08916,P04626,2,Inhibitor,Target,Humans
DB08916,Q15303,2,Inhibitor,Target,Humans
DB08918,P23975,2,Inhibitor,Target,Humans
DB08918,P31645,2,Inhibitor,Target,Humans
DB08930,Q7ZJM1,2,Inhibitor,Target,Human immunodeficiency virus 1
DB08931,P33402,1,"Agonist, Stimulator",Target,Humans
DB08932,P24530,2,Antagonist,Target,Humans
DB08932,P25101,2,Antagonist,Target,Humans
DB08933,P10613,2,Inhibitor,Target,Yeast
DB08934,O39930,2,Inhibitor,Target,Hepatitis C Virus
DB08936,P35367,2,Antagonist,Target,Humans
DB08995,P35869,1,Agonist,Target,Humans
DB09026,P00797,2,Inhibitor,Target,Humans
DB09030,P25116,2,Antagonist,Target,Humans
DB09034,O43613,2,Antagonist,Target,Humans
DB09034,O43614,2,Antagonist,Target,Humans
DB09038,P31639,2,Inhibitor,Target,Humans
DB09039,Q16739,2,Antagonist,Target,Humans
DB09040,P50859,2,Inhibitor,Target,Not Available
DB09041,Q9HGT2,2,Inhibitor,Target,Yeast
DB09047,P11388,2,Inhibitor,Target,Humans
DB09047,P43700,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB09047,P43702,2,Inhibitor,Target,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
DB09048,P25103,2,Antagonist,Target,Humans
DB09049,P35372,2,Antagonist,Target,Humans
DB09050,P0AD65,2,Inhibitor,Target,Escherichia coli (strain K12)
DB09050,P76577,2,Inhibitor,Target,Escherichia coli (strain K12)
DB09050,Q51504,2,Inhibitor,Target,Pseudomonas aeruginosa
DB09050,Q9X6W0,2,Inhibitor,Target,Pseudomonas aeruginosa
DB09053,Q06187,2,Inhibitor,Target,Humans
DB09054,O00329,2,Inhibitor,Target,Humans
DB09060,A0A023W3H0,2,Inhibitor,Target,Klebsiella pneumoniae
DB09060,P05364,2,Inhibitor,Target,Enterobacter cloacae
DB09060,P0A9Z7,2,Inhibitor,Target,Escherichia coli
DB09060,P0AD63,2,Inhibitor,Target,Escherichia coli
DB09060,P0AD64,2,Inhibitor,Target,Klebsiella pneumoniae
DB09060,P37321,2,Inhibitor,Target,Pseudomonas aeruginosa
DB09060,P62593,2,Inhibitor,Target,Escherichia coli
DB09060,Q9EXV5,2,Inhibitor,Target,Escherichia coli
DB09060,Q9F663,2,Inhibitor,Target,Klebsiella pneumoniae
DB09061,F1T0I5,2,Inhibitor,Target,Humans
DB09061,O75762,1,Agonist,Target,Humans
DB09061,P00441,2,Inhibitor,Target,Humans
DB09061,P04040,2,Inhibitor,Target,Humans
DB09061,P05093,2,Inhibitor,Target,Humans
DB09061,P05177,2,Inhibitor,Target,Humans
DB09061,P08908,1,Agonist,Target,Humans
DB09061,P10635,2,Inhibitor,Target,Humans
DB09061,P14902,2,Inhibitor,Target,Humans
DB09061,P15559,2,Inhibitor,Target,Humans
DB09061,P20815,2,Inhibitor,Target,Humans
DB09061,P21554,2,"Antagonist, Modulator",Target,Humans
DB09061,P23219,2,Inhibitor,Target,Humans
DB09061,P24462,2,Inhibitor,Target,Humans
DB09061,P24752,2,Inhibitor,Target,Humans
DB09061,P28223,1,Agonist,Target,Humans
DB09061,P30542,1,Activator,Target,Humans
DB09061,P34972,2,Antagonist,Target,Humans
DB09061,P35354,2,Inhibitor,Target,Humans
DB09061,P37231,1,Activator,Target,Humans
DB09061,P46098,2,Antagonist,Target,Humans
DB09061,P47775,2,Inverse agonist,Target,Humans
DB09061,Q02083,2,Inhibitor,Target,Humans
DB09061,Q16678,2,Inhibitor,Target,Humans
DB09061,Q8NER1,1,Activator,Target,Humans
DB09061,Q8NET8,1,Activator,Target,Humans
DB09061,Q9HBA0,1,Activator,Target,Humans
DB09061,Q9Y2T6,2,Antagonist,Target,Humans
DB09061,Q9Y5S1,1,Activator,Target,Humans
DB09063,Q9UM73,2,Antagonist,Target,Humans
DB09068,P08908,1,Agonist,Target,Humans
DB09068,P23975,2,Blocker,Target,Humans
DB09068,P31645,2,Inhibitor,Target,Humans
DB09068,P34969,2,Antagonist,Target,Humans
DB09068,P46098,2,Antagonist,Target,Humans
DB09069,P42765,2,Inhibitor,Target,Humans
DB09071,P48039,1,Agonist,Target,Humans
DB09071,P49286,1,Agonist,Target,Humans
DB09073,P11802,2,Inhibitor,Target,Humans
DB09073,Q00534,2,Inhibitor,Target,Humans
DB09074,P09874,2,Inhibitor,Target,Humans
DB09074,Q9UGN5,2,Inhibitor,Target,Humans
DB09074,Q9Y6F1,2,Inhibitor,Target,Humans
DB09075,P00742,2,Inhibitor,Target,Humans
DB09076,P08172,2,Antagonist,Target,Humans
DB09076,P08173,2,Antagonist,Target,Humans
DB09076,P08912,2,Antagonist,Target,Humans
DB09076,P11229,2,Antagonist,Target,Humans
DB09076,P20309,2,Antagonist,Target,Humans
DB09078,P07949,2,Inhibitor,Target,Humans
DB09078,P10721,2,Inhibitor,Target,Humans
DB09078,P11362,2,Inhibitor,Target,Humans
DB09078,P16234,2,Inhibitor,Target,Humans
DB09078,P17948,2,Inhibitor,Target,Humans
DB09078,P21802,2,Inhibitor,Target,Humans
DB09078,P22455,2,Inhibitor,Target,Humans
DB09078,P22607,2,Inhibitor,Target,Humans
DB09078,P35916,2,Inhibitor,Target,Humans
DB09079,P06239,2,Inhibitor,Target,Humans
DB09079,P07948,2,Inhibitor,Target,Humans
DB09079,P09619,2,Inhibitor,Target,Humans
DB09079,P11362,2,Inhibitor,Target,Humans
DB09079,P12931,2,Inhibitor,Target,Humans
DB09079,P16234,2,Inhibitor,Target,Humans
DB09079,P17948,2,Inhibitor,Target,Humans
DB09079,P21802,2,Inhibitor,Target,Humans
DB09079,P22607,2,Inhibitor,Target,Humans
DB09079,P35916,2,Inhibitor,Target,Humans
DB09079,P36888,2,Inhibitor,Target,Humans
DB09080,P07550,1,Agonist,Target,Humans
DB09082,P07550,1,Agonist,Target,Humans
DB09083,Q9UL51,2,Inhibitor,Target,Humans
DB09086,P10275,2,Antagonist,Target,Humans
DB09089,P08172,2,Antagonist,Target,Humans
DB09089,P08173,2,Antagonist,Target,Humans
DB09089,P11229,2,Antagonist,Target,Humans
DB09089,P20309,2,Antagonist,Target,Humans
DB09089,P35372,1,Agonist,Target,Humans
DB09090,Q13698,2,"Antagonist, Inhibitor",Target,Humans
DB09093,P02359,2,Inhibitor,Target,Escherichia coli (strain K12)
DB09093,P0A7U3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB09093,P0A7V3,2,Inhibitor,Target,Escherichia coli (strain K12)
DB09093,P0A7W7,2,Inhibitor,Target,Escherichia coli (strain K12)
DB09093,P0AG59,2,Inhibitor,Target,Escherichia coli (strain K12)
DB09096,P04040,2,Inhibitor,Target,Humans
DB09096,Q96A70,1,Activator,Target,Humans
DB09097,P14416,1,Agonist,Target,Humans
DB09101,Q7ZJM1,2,Inhibitor,Target,Human immunodeficiency virus 1
DB09102,Q5L478,2,Inhibitor,Target,Hepatitis C Virus
DB09118,P00338,2,Inhibitor,Target,Humans
DB09118,P07195,2,Inhibitor,Target,Humans
DB09119,Q99571,2,Antagonist,Target,Humans
DB09120,Q8NER1,1,"Agonist, Activator",Target,Humans
DB09123,P06401,1,Agonist,Target,Humans
DB09123,P10275,2,Antagonist,Target,Humans
DB09128,P08908,1,"Agonist, Partial agonist",Target,Humans
DB09128,P14416,1,"Agonist, Partial agonist",Target,Humans
DB09128,P18825,2,Antagonist,Target,Humans
DB09128,P28223,2,Antagonist,Target,Humans
DB09128,P35368,2,Antagonist,Target,Humans
DB09143,Q99835,2,Antagonist,Target,Humans
DB09167,P08172,2,Antagonist,Target,Humans
DB09167,P08173,2,Antagonist,Target,Humans
DB09167,P08908,2,Antagonist,Target,Humans
DB09167,P08912,2,Antagonist,Target,Humans
DB09167,P11229,2,Antagonist,Target,Humans
DB09167,P20309,2,Antagonist,Target,Humans
DB09167,P23975,2,Inhibitor,Target,Humans
DB09167,P28223,2,Antagonist,Target,Humans
DB09167,P31645,2,Inhibitor,Target,Humans
DB09167,P35367,2,Antagonist,Target,Humans
DB09195,P28223,2,Antagonist,Target,Humans
DB09195,P28335,2,Antagonist,Target,Humans
DB09195,P31645,2,Antagonist,Target,Humans
DB09195,P35367,2,Antagonist,Target,Humans
DB09212,P23219,2,Antagonist,Target,Humans
DB09212,P35354,2,Antagonist,Target,Humans
DB09213,P13569,2,Inhibitor,Target,Humans
DB09213,P23219,2,Inhibitor,Target,Humans
DB09213,P35354,2,Inhibitor,Target,Humans
DB09213,P37231,1,Activator,Target,Humans
DB09214,P23219,2,Antagonist,Target,Humans
DB09214,P35354,2,Antagonist,Target,Humans
DB09216,P23219,2,Antagonist,Target,Humans
DB09216,P35354,2,Antagonist,Target,Humans
DB09220,O60706,1,Activator,Target,Humans
DB09237,P29474,1,Agonist,Target,Humans
DB09237,P35228,1,Agonist,Target,Humans
DB09237,Q01668,2,Antagonist,Target,Humans
DB09237,Q13936,2,Antagonist,Target,Humans
DB09242,P08913,1,Agonist,Target,Humans
DB09242,Q9Y2I1,1,Agonist,Target,Humans
DB09256,P04818,2,Inhibitor,Target,Humans
DB09257,Q12882,2,Inhibitor,Target,Humans
DB09272,P35372,1,Agonist,Target,Humans
DB09272,P41143,2,Antagonist,Target,Humans
DB09272,P41145,1,Agonist,Target,Humans
DB09274,P04926,2,Inhibitor,Target,Plasmodium falciparum
DB09282,P33402,1,Agonist,Target,Humans
DB09291,P25103,2,Antagonist,Target,Humans
DB09292,P08473,2,"Antagonist, Inhibitor",Target,Humans
DB09297,B0B3C9,2,Inhibitor,Target,Hepatitis C Virus
DB09299,I6TLU5,2,Inhibitor,Target,Human herpesvirus 2 (strain 186)
DB09299,Q3MS49,2,Inhibitor,Target,HBV
DB09299,Q72547,2,Inhibitor,Target,Human immunodeficiency virus 1
DB09300,P08172,2,Antagonist,Target,Humans
DB09300,P20309,2,Antagonist,Target,Humans
DB09324,P00807,2,Inhibitor,Target,Staphylococcus aureus
DB09330,P00533,2,Inhibitor,Target,Humans
DB09343,P19971,2,Inhibitor,Target,Humans
DB09351,P08588,2,Antagonist,Target,Humans
DB09389,P10275,1,Agonist,Target,Humans
DB09389,P18405,2,Inhibitor,Target,Humans
DB09462,Q03181,1,Agonist,Target,Humans
DB09477,P12821,2,Inhibitor,Target,Humans
DB09488,P35367,2,Antagonist,Target,Humans
DB09526,P14679,2,Inhibitor,Target,Humans
DB09552,P21283,2,Inhibitor,Target,Humans
DB11064,P06401,2,Antagonist,Target,Humans
DB11064,P10275,2,Antagonist,Target,Humans
DB11071,P23219,2,Antagonist,Target,Humans
DB11071,P35354,2,Antagonist,Target,Humans
DB11155,Q6GI75,2,Antagonist,Target,Staphylococcus aureus (strain MRSA252)
DB11157,P35908,2,Antagonist,Target,Humans
DB11157,Q99456,2,Antagonist,Target,Humans
DB11157,Q9UQF2,1,Agonist,Target,Humans
DB11160,P70174,2,Inverse agonist,Target,Mouse
DB11181,P08172,2,Antagonist,Target,Humans
DB11181,P08173,2,Antagonist,Target,Humans
DB11181,P08912,2,Antagonist,Target,Humans
DB11181,P11229,2,Antagonist,Target,Humans
DB11181,P20309,2,Antagonist,Target,Humans
DB11186,P35372,2,Antagonist,Target,Humans
DB11186,P41145,1,Agonist,Target,Humans
DB11186,Q12809,2,Inhibitor,Target,Humans
DB11186,Q99720,1,Agonist,Target,Humans
DB11201,P23219,2,Antagonist,Target,Humans
DB11201,P35354,2,Antagonist,Target,Humans
DB11217,P14679,2,Inhibitor,Target,Humans
DB11219,P06401,2,Antagonist,Target,Humans
DB11219,P10275,2,Antagonist,Target,Humans
DB11235,P08172,2,Antagonist,Target,Humans
DB11235,P08173,2,Antagonist,Target,Humans
DB11235,P08912,2,Antagonist,Target,Humans
DB11235,P11229,2,Antagonist,Target,Humans
DB11235,P20309,2,Antagonist,Target,Humans
DB11235,P35367,2,Antagonist,Target,Humans
DB11254,P11387,2,Inhibitor,Target,Humans
DB11254,P14679,2,Inhibitor,Target,Humans
DB11254,P21980,2,Inhibitor,Target,Humans
DB11274,P14416,1,Agonist,Target,Humans
DB11278,P08588,1,Agonist,Target,Humans
DB11278,P08913,1,Agonist,Target,Humans
DB11323,P23219,2,Antagonist,Target,Humans
DB11323,P35354,2,Antagonist,Target,Humans
DB11327,P35228,2,Antagonist,Target,Humans
DB11328,Q9UNN8,2,Antagonist,Target,Humans
DB11362,P43119,1,Agonist,Target,Humans
DB11363,Q9UM73,2,Inhibitor,Target,Humans
DB11496,P07202,2,Inhibitor,Target,Humans
DB11560,Q96S37,2,Inhibitor,Target,Humans
DB11560,Q9NSA0,2,Inhibitor,Target,Humans
DB11575,B0B3C9,2,Antagonist,Target,Hepatitis C Virus
DB11587,P07550,1,Agonist,Target,Humans
DB11591,P35367,2,Antagonist,Target,Humans
DB11611,P20701,2,Antagonist,Target,Humans
DB11614,P25105,2,Antagonist,Target,Humans
DB11614,P35367,2,Antagonist,Target,Humans
DB11619,P04150,2,Antagonist,Target,Humans
DB11619,P04278,2,Antagonist,Target,Humans
DB11619,P10275,2,Antagonist,Target,Humans
DB11619,P30968,2,Antagonist,Target,Humans
DB11632,P21964,2,Inhibitor,Target,Humans
DB11633,P22460,2,Inhibitor,Target,Humans
DB11633,P48051,2,Inhibitor,Target,Humans
DB11633,P50859,2,Inhibitor,Target,Not Available
DB11633,P51787,2,Inhibitor,Target,Humans
DB11633,Q12809,2,Inhibitor,Target,Humans
DB11633,Q13936,2,Inhibitor,Target,Humans
DB11633,Q14524,2,Inhibitor,Target,Humans
DB11633,Q14654,2,Inhibitor,Target,Humans
DB11633,Q92806,2,Inhibitor,Target,Humans
DB11633,Q9UK17,2,Inhibitor,Target,Humans
DB11638,Q5R2K6,2,Antagonist,Target,Plasmodium falciparum
DB11640,Q09470,2,Blocker,Target,Humans
DB11642,Q12809,2,Blocker,Target,Humans
DB11642,Q9Y5N1,2,"Antagonist, Inverse agonist",Target,Humans
DB11652,P04626,2,Inhibitor,Target,Humans
DB11652,P21860,2,Inhibitor,Target,Humans
DB11660,P43088,1,Agonist,Target,Humans
DB11672,O15440,2,Inhibitor,Target,Humans
DB11689,P36507,2,Inhibitor,Target,Humans
DB11689,Q02750,2,Inhibitor,Target,Humans
DB11691,P35372,2,Antagonist,Target,Humans
DB11691,P41143,2,Antagonist,Target,Humans
DB11691,P41145,2,Antagonist,Target,Humans
DB11699,P46098,2,Antagonist,Target,Humans
DB11703,Q06187,2,Inhibitor,Target,Humans
DB11712,P13569,1,Activator,Target,Humans
DB11718,P15056,2,Inhibitor,Target,Humans
DB11718,P24385,2,Inhibitor,Target,Humans
DB11730,P11802,2,"Antagonist, Inhibitor",Target,Humans
DB11730,Q00534,2,"Antagonist, Inhibitor",Target,Humans
DB11732,P30939,1,Agonist,Target,Humans
DB11751,Q7ZJM1,2,Inhibitor,Target,Human immunodeficiency virus 1
DB11757,P29274,2,Antagonist,Target,Humans
DB11757,P30542,2,Antagonist,Target,Humans
DB11791,P08581,2,Inhibitor,Target,Humans
DB11793,P09874,2,Antagonist,Target,Humans
DB11793,Q9UGN5,2,Antagonist,Target,Humans
DB11796,P12488,2,Inhibitor,Target,HIV-1
DB11799,Q72547,2,Antagonist,Target,Human immunodeficiency virus 1
DB11799,Q7ZJM1,2,Antagonist,Target,Human immunodeficiency virus 1
DB11800,P08581,2,Inhibitor,Target,Humans
DB11800,P09619,2,Inhibitor,Target,Humans
DB11800,P10721,2,Inhibitor,Target,Humans
DB11800,P11362,2,Inhibitor,Target,Humans
DB11800,P16234,2,Inhibitor,Target,Humans
DB11800,P17948,2,Inhibitor,Target,Humans
DB11800,P35916,2,Inhibitor,Target,Humans
DB11800,P36888,2,Inhibitor,Target,Humans
DB11817,O60674,2,Inhibitor,Target,Humans
DB11817,P23458,2,Inhibitor,Target,Humans
DB11817,P52333,2,Inhibitor,Target,Humans
DB11817,Q14289,2,Inhibitor,Target,Humans
DB11820,P22513,2,Inhibitor,Target,Trypanosoma cruzi
DB11823,P13639,2,Inhibitor,Target,Humans
DB11823,P23560,1,Agonist,Target,Humans
DB11823,Q13224,2,Antagonist,Target,Humans
DB11827,P31639,2,Antagonist,Target,Humans
DB11828,P00533,2,Inhibitor,Target,Humans
DB11837,P15538,2,Inhibitor,Target,Humans
DB11837,P19099,2,Inhibitor,Target,Humans
DB11853,P30968,2,Antagonist,Target,Humans
DB11901,P10275,2,Antagonist,Target,Humans
DB11915,Q99870,2,Antagonist,Target,Humans
DB11921,P04150,1,Agonist,Target,Humans
DB11936,P53396,2,Inhibitor,Target,Humans
DB11942,O14980,2,Inhibitor,Target,Humans
DB11943,P0AES4,2,Inhibitor,Target,Escherichia coli (strain K12)
DB11943,P0AFI2,2,Inhibitor,Target,Escherichia coli (strain K12)
DB11951,O43613,2,Antagonist,Target,Humans
DB11951,O43614,2,Antagonist,Target,Humans
DB11952,O00329,2,Inhibitor,Target,Humans
DB11952,P48736,2,Inhibitor,Target,Humans
DB11963,P00533,2,Inhibitor,Target,Humans
DB11967,P36507,2,Inhibitor,Target,Humans
DB11967,Q13233,2,Inhibitor,Target,Humans
DB11978,Q99835,2,Inhibitor,Target,Humans
DB11986,O60674,2,Inhibitor,Target,Humans
DB11986,P04629,2,Inhibitor,Target,Humans
DB11986,P08922,2,Inhibitor,Target,Humans
DB11986,Q16288,2,Inhibitor,Target,Humans
DB11986,Q16620,2,Inhibitor,Target,Humans
DB11994,P05177,2,Inhibitor,Target,Humans
DB11994,P05181,2,Inhibitor,Target,Humans
DB11994,P09917,2,Inhibitor,Target,Humans
DB11994,P10635,2,Inhibitor,Target,Humans
DB11994,P11712,2,Inhibitor,Target,Humans
DB11994,P55055,2,Inhibitor,Target,Humans
DB11994,Q13133,2,Inhibitor,Target,Humans
DB11995,P40238,1,Agonist,Target,Humans
DB11995,Q8TCC7,2,Inhibitor,Target,Humans
DB11995,Q9UNQ0,2,Inhibitor,Target,Humans
DB12001,P11802,2,Inhibitor,Target,Humans
DB12001,Q00534,2,Inhibitor,Target,Humans
DB12010,O00238,2,Inhibitor,Target,Humans
DB12010,O00329,2,Inhibitor,Target,Humans
DB12010,O00444,2,Inhibitor,Target,Humans
DB12010,O00519,2,Inhibitor,Target,Humans
DB12010,O00750,2,Inhibitor,Target,Humans
DB12010,O14578,2,Inhibitor,Target,Humans
DB12010,O14730,2,Inhibitor,Target,Humans
DB12010,O14757,2,Inhibitor,Target,Humans
DB12010,O14920,2,Inhibitor,Target,Humans
DB12010,O14936,2,Inhibitor,Target,Humans
DB12010,O14965,2,Inhibitor,Target,Humans
DB12010,O14976,2,Inhibitor,Target,Humans
DB12010,O15075,2,Inhibitor,Target,Humans
DB12010,O15146,2,Inhibitor,Target,Humans
DB12010,O15197,2,Inhibitor,Target,Humans
DB12010,O15264,2,Inhibitor,Target,Humans
